root,HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance
1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.5394163655070097
1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,6.724811200905875
1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2.0809709122311886
1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,6.033434678882783
1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.48736490860902193
1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,6.661501807583126
1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.5531116389076353
1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,5.986492101352995
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.48757775564856726
1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.00164604768829
1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7762876327746966
1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.174592894662604
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5129445379569694
1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.3957772649757666
1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7700600523419366
1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.12302666634794
1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.089748843350153
1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5267103770305898
1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.026860115930328
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5108592721273661
1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,10.972228947575227
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7720271551924699
1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.755746528129453
1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.129190698107285
1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,2.1292292443705696
1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,11.205882685738676
1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.517695575790008
1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.065478066618807
1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7523215438378935
1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.210474525576142
1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5160145263200031
1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.760346607407433
1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10.966306111522547
1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.190467802514494
1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5173082053252438
1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.5427153961997644
1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.043273111418943
1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5083521573722003
1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.007506333718574
1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7649784374934849
1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7671321663572244
1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.228616874090228
1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11.182513517431069
1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5194143132661155
1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,11.00172723982344
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7953273279914743
1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.5978192912033937
1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,11.23550985336958
1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5240401883996515
1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7874985743055519
1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,11.079992367936347
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,11.249214237089609
1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5267231298798019
1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,10.960344838762083
1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5320671204917473
1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,11.000246417080307
1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7722973997340832
1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.3853779001800183
1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7826645525489516
1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,11.227243678318663
1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,11.284519443711183
1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5343495957675497
1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,10.977600716505332
1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7908484361042549
1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,11.222521448449797
1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5365897216702873
1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7723843380408376
1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,10.947146072153632
1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.3977338649607744
1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,11.139096691724339
1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5399126767738904
1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,10.942757362744404
1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5345055191526666
1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,10.985201803903681
1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7925375689150104
1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7623587411095815
1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,11.180339573732342
1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,11.143311787747882
1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.49344054080091904
1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3.33179433293518
1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,10.942776573482542
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7700703565076354
1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,11.209586406092496
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5106638697358581
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7682828658708472
1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,10.960603432851112
1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,11.095392583247202
1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5141873283559761
1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,10.964942731856153
1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5089098504258779
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.3759522859462201
1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2.0920586707759137
1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,11.086038814777435
1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7832963429699363
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.7678060286691831
1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,11.168004794321012
1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,11.139559299919922
1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5219659801384013
1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,10.98486175978426
1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7989342716777366
1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11.246625035460056
1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5272723386303718
1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,3.355070468250389
1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.796088432881617
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,10.919808538182957
1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11.29396827202524
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5239208628195341
1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11.038636062212207
1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.5313839797083585
1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11.03600657438207
1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.8090251279558659
1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.7953361043893202
1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11.286642283838049
1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.142412111832816
1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11.174969422016686
1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5096927893730517
1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.999391780594562
1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7660858959061102
1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,11.169064445857108
1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5121633536258018
1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.769360724535712
1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.95179652439721
1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,11.184230156533356
1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5213904220578542
1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.5400298351811065
1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,10.984002571182144
1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5271579226829108
1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,11.074583055511559
1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7681051350120668
1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7763565130625822
1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,11.21252538781519
1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,11.212067179983237
1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5159687074435977
1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.943712093916567
1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7653581197022118
1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.5899089037965128
1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,11.392483706894959
1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.5352539744906971
1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7764435180014007
1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,10.951540809541248
1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,11.223960868671304
1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5068745871194169
1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.981363887799183
1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.534194205754857
1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,11.008208440755277
1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7662005782701871
1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,3.3119642322696983
1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.775873069196823
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,11.176153706278216
1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,11.162745111750377
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.49401462206584806
1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,11.083207699537198
1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7727439398305915
1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,11.181755774587849
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5141727025674212
1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7681338652650664
1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10.942732569333637
1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,3.3395932892667006
1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,11.147846804342466
1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5275018091459424
1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10.962360046922964
1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5136848929034388
1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,11.045148952467557
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7730405498669872
1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.774276266292788
1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,11.136543529709005
1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,11.332376629616506
1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.5103833708548072
1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.5349600800712355
1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,11.015485765268691
1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7532042181188355
1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,11.192771172312236
1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.5135481092168326
1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7635263025692542
1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10.968471238889313
1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,11.155014795644638
1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.518954124519324
1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10.981574805402525
1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.5079374576932572
1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3.328195928413357
1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10.966676674159356
1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7651526657329834
1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7651166037583617
1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,11.177295304371789
1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,11.137232670828084
1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.4949764554777011
1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,10.97176978422701
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7692286562252929
1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,11.193484848687424
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5091865835860445
1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.5976632321496164
1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7713147977860374
1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,10.932611616046415
1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,11.173918525040849
1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.5186264799043598
1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,10.986572091315253
1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.513691124841363
1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,10.971691775233912
1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.758587764600746
1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7635469449440576
1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,11.177716618557039
1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.39872728916436145
1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,3.3577656479809654
1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,11.254642707703763
1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5179537531039139
1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,10.947043267969322
1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7803131522571386
1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,11.147440344284172
1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.5146116833596711
1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7682840374903998
1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,11.046302480384972
1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,11.24555880935662
1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.511079418134995
1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.3703850381569598
1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,10.961028735900772
1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.5031642807578045
1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,10.97682573270007
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7662892819029316
1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7705658101314077
1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,11.24998250128249
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,11.18773293772576
1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5213274113363042
1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.915569452754884
1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7930796906108082
1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.392388545292383
1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11.20573358265654
1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5224718882181667
1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.790263535553047
1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.957540090737703
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11.173152864372431
1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5313726528897553
1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.970417984954008
1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5281017195072796
1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11.012907612215644
1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7998770169755934
1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.3826433249713798
1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7996970948718621
1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11.207694055141152
1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11.230494606852467
1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5190662649498418
1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,10.919542282366132
1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7937857415010212
1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,11.211766338622935
1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.528442715031574
1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7942779481471861
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,10.955109588960843
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.4109175764327867
1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,11.282810332863345
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5235259383230544
1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,10.952392010020343
1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.5318073023391076
1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,10.92995727639149
1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.8066502294257619
1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.7995148017615915
1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,11.150443556961264
1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,11.21044186938361
1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.526234153415611
1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2.0893434598930907
1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.94149759528868
1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.7681184683987933
1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,11.13721280723374
1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.5312234703279717
1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.7838153330293519
1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,11.10177180124664
1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,11.18632914892263
1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.527141605739954
1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,10.96042927996013
1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.5273858252972078
1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2.110133585875934
1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,10.99002048420372
1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.7734139814364916
1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.7728780137402341
