root,HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance
1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0.95025217948718
1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0.397915717948718
1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1.26652766666667
1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,6.52516051282051
1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.31052258974359
1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.74202382051282
1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,6.50535633333333
1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2.14099374358974
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,10.9276094102564
1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.498927923076923
1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5.82668302631579
1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.629887076923077
1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2.0421112051282
1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,38.9729560263158
1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,39.0524476578947
1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.368129487179487
1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0.920564743589743
1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.503099025641026
1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,38.8834813243243
1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,3.27675543589744
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.514777717948718
1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0.524990307692308
1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.9677501794872
1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7291246410256
1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0.389837948717949
1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2.03315302564103
1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0.375801230769231
1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7555356666667
1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0.53453482051282
1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,5.83142066666667
1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2.0685938974359
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,38.8810875789474
1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2.06676876923077
1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,19.9921350769231
1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.89621785
1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,37.6009643421053
1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7378341794872
1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0.954508307692308
1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2.06652656410256
1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,3.28746007692308
1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,19.9720941052632
1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.385507128205128
1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.510209459459459
1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,37.6526223
1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,37.5900825945946
1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.749269076923077
1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,21.242761025641
1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.73776841025641
1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10.9025615641026
1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.9300894615385
1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2.03146215384615
1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0.643754333333333
1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.25254310810811
1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,38.8917346052632
1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.455578051282051
1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.51722258974359
1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0.529223384615385
1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,3.29320935897436
1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,2.08528102564103
1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.754564153846154
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.756163307692308
1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0.639872615384615
1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.25694351282051
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.515467897435897
1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,19.9053804871795
1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,39.0285562631579
1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,19.9909927631579
1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1.26203487179487
1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,2.08024897368421
1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.517258615384615
1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.541620692307692
1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0.54389858974359
1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,21.2966184210526
1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,5.83330817948718
1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,5.85957394594594
1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,5.8493941025641
1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,5.83093015384615
1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,2.1049706
1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.518572894736842
1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0.528053435897436
1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,21.2877088461538
1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.754889384615385
1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,39.0299924871795
1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,39.0261232631579
1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0.389826025641026
1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.7471029210526
1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.449831051282051
1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0.526624128205128
1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,38.9399923421053
1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0.914896666666667
1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.389781128205128
1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10.9172199487179
1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,20.0033302307692
1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,10.9035487179487
1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.498075435897436
1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,21.2956867297297
1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.727516
1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,2.10290687179487
1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3.23742487179487
1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.7409595641026
1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.516918846153846
1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,5.85208997435898
1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,6.52113758974359
1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0.642219184210526
1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.757227435897436
1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.384385692307692
1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,3.26889992307692
1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10.7410433076923
1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,20.0187966486486
1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0.442832564102564
1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,21.247339025641
1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3.27512733333333
1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.7228596923077
1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,10.7362442564103
1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.924951102564103
1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0.645380923076923
1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.9150858205128
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.497007631578947
1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,10.9380917948718
1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,37.8091677692308
1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1.3027728974359
1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.520639947368421
1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.519497871794872
1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10.7529484473684
1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,3.23701084615385
1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,2.13429081578947
1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0.51740558974359
1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1.25543302631579
1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,37.7763202894737
1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,37.6059441282051
1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,37.6133624102564
1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.443371923076923
1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0.949951487179488
1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3.22218666666667
1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.911433
1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,20.0117786666667
1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,39.0378635789474
1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,10.9192870769231
1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2.09967566666667
1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2.02675256410256
1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,2.15850830769231
1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,37.682453025641
1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,3.28114138461538
1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,2.13588328205128
1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,5.83198569230769
1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,21.2930250263158
1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,39.0115956578947
1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,6.51568518421052
1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.747907717948718
1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.9580576
1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.924184102564103
1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.36333958974359
1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,6.50492692307692
1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1.25342241025641
1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,37.787693175
1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,3.23279905128205
1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,3.2807621025641
1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,6.52078964102564
1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,21.263855025641
1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.370478358974359
1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3.22669784615385
1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,19.9746037368421
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,21.2860507179487
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.445490820512821
1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.514706230769231
1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,37.8282064615384
1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2.03684512820513
1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,2.07304597435897
1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.454126871794872
1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.497178358974359
1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2.110817
1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0.914623184210526
1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,6.52502123076923
1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,3.19896953846154
1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3.26838220512821
1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,3.23241215384615
1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,20.0207369473684
1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,21.2317394054054
1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,20.011916945946
1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0.530624897435897
1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0.391791102564103
1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,2.18469668421053
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0.521512815789474
1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.7385879487179
1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,21.3090596666667
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.515697974358974
1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.567880157894737
1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.362087641025641
1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.583330769230769
1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,2.155303
1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,5.82226708108108
1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3.24919425641026
1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,19.9323106410256
1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,6.53843102702703
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0.44789341025641
1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,2.154671125
1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0.447452307692308
1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.9549698947368
1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2.08261851351351
1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,6.52784723684211
1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.501923923076923
1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2.13316225641026
1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0.924174846153846
1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0.915824052631579
1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,39.0341184736842
1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0.643212743589744
1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.382612641025641
1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,21.2653520555556
1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,21.2188106666667
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.523098947368421
1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2.11625758974359
1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,6.51616258974359
1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0.636149846153846
1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.943753487179487
1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,3.28379992307692
1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5.86431723076923
1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1.26881252631579
1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.512283846153846
1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,3.26306142105263
1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,21.2577061538462
1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0.469227512820513
1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.749137894736842
1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.515265184210526
1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0.519409128205128
1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,37.7611122631579
1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1.26958282051282
1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10.8926092820513
1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,6.51964844736842
1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2.02366464102564
