Case Study,Sampling Strategy,Robustness,Posterior Confidence,Prior Confidence
7z,SRSSampling,0.0068,1.0,0.9834398891171546
7z,SRSSampling,0.0069,1.0,0.9844122972176412
7z,SRSSampling,0.007,1.0,0.9853276950194682
7z,SRSSampling,0.0071,1.0,0.9861894196768972
7z,SRSSampling,0.0072,1.0,0.987000613307526
7z,SRSSampling,0.0073,1.0,0.9877642343730676
7z,SRSSampling,0.0074,1.0,0.9884830683970875
7z,SRSSampling,0.0075,1.0,0.989159738058263
7z,SRSSampling,0.0076,1.0,0.989796712695496
7z,SRSSampling,0.0077,1.0,0.9903963172590924
7z,SRSSampling,0.0078,1.0,0.9909607407402484
7z,SRSSampling,0.0079,1.0,0.9914920441091888
7z,SRSSampling,0.008,1.0,0.9919921677905597
7z,SRSSampling,0.0081,1.0,0.9924629387030088
7z,SRSSampling,0.0082,1.0,0.9929060768883174
7z,SRSSampling,0.0083,1.0,0.9933232017539796
7z,SRSSampling,0.0084,1.0,0.993715837951732
7z,SRSSampling,0.0085,1.0,0.9940854209132354
7z,SRSSampling,0.0086,1.0,0.9944333020628644
7z,SRSSampling,0.0087,1.0,0.9947607537264164
7z,SRSSampling,0.0088,1.0,0.9950689737534484
7z,SRSSampling,0.0089,1.0,0.995359089869918
7z,SRSSampling,0.009,1.0,0.9956321637768456
7z,SRSSampling,0.0091,1.0,0.9958891950097898
7z,SRSSampling,0.0092,1.0,0.9961311245730728
7z,SRSSampling,0.0093,1.0,0.9963588383618844
7z,SRSSampling,0.0094,1.0,0.9965731703846216
7z,SRSSampling,0.0095,1.0,0.9967749057971094
7z,SRSSampling,0.0096,1.0,0.9969647837596683
7z,SRSSampling,0.0097,1.0,0.997143500127352
7z,SRSSampling,0.0098,1.0,0.9973117099830844
7z,SRSSampling,0.0099,1.0,0.9974700300228556
7z,SRSSampling,0.01,1.0,0.997619040801602
7z,SRSSampling,0.0101,1.0,0.9977592888478928
7z,SRSSampling,0.0102,1.0,0.9978912886550808
7z,SRSSampling,0.0103,1.0,0.9980155245561172
7z,SRSSampling,0.0104,1.0,0.9981324524888172
7z,SRSSampling,0.0105,1.0,0.998242501657972
7z,SRSSampling,0.0106,1.0,0.9983460761003196
7z,SRSSampling,0.0107,1.0,0.998443556158046
7z,SRSSampling,0.0108,1.0,0.9985352998661564
7z,SRSSampling,0.0109,1.0,0.998621644258736
