Case Study,Sampling Strategy,Robustness,Posterior Confidence,Prior Confidence
7z,RandomSampling,0.054,1.0,0.9999999999999968
7z,RandomSampling,0.055,1.0,0.9999999999999983
7z,RandomSampling,0.056,1.0,0.9999999999999991
7z,RandomSampling,0.057,1.0,0.9999999999999996
7z,RandomSampling,0.058,1.0,0.9999999999999998
7z,RandomSampling,0.059,1.0,0.9999999999999999
7z,RandomSampling,0.06,1.0,0.9999999999999999
7z,RandomSampling,0.061,1.0,1.0
7z,RandomSampling,0.062,1.0,1.0
7z,RandomSampling,0.063,1.0,1.0
7z,RandomSampling,0.064,1.0,1.0
7z,RandomSampling,0.065,1.0,1.0
7z,RandomSampling,0.066,1.0,1.0
7z,RandomSampling,0.067,1.0,1.0
7z,RandomSampling,0.068,1.0,1.0
7z,RandomSampling,0.069,1.0,1.0
7z,RandomSampling,0.07,1.0,1.0
7z,RandomSampling,0.071,1.0,1.0
7z,RandomSampling,0.072,1.0,1.0
7z,RandomSampling,0.073,1.0,1.0
7z,RandomSampling,0.074,1.0,1.0
7z,RandomSampling,0.075,1.0,1.0
7z,RandomSampling,0.076,1.0,1.0
7z,RandomSampling,0.077,1.0,1.0
7z,RandomSampling,0.078,1.0,1.0
7z,RandomSampling,0.079,1.0,1.0
7z,RandomSampling,0.08,1.0,1.0
7z,RandomSampling,0.081,1.0,1.0
7z,RandomSampling,0.082,1.0,1.0
7z,RandomSampling,0.083,1.0,1.0
7z,RandomSampling,0.084,1.0,1.0
7z,RandomSampling,0.085,1.0,1.0
7z,RandomSampling,0.086,1.0,1.0
7z,RandomSampling,0.087,1.0,1.0
7z,RandomSampling,0.088,1.0,1.0
7z,RandomSampling,0.089,1.0,1.0
7z,RandomSampling,0.09,1.0,1.0
7z,RandomSampling,0.091,1.0,1.0
7z,RandomSampling,0.092,1.0,1.0
7z,RandomSampling,0.093,1.0,1.0
7z,RandomSampling,0.094,1.0,1.0
7z,RandomSampling,0.095,1.0,1.0
7z,RandomSampling,0.096,1.0,1.0
7z,RandomSampling,0.097,1.0,1.0
7z,RandomSampling,0.098,1.0,1.0
7z,RandomSampling,0.099,1.0,1.0
7z,RandomSampling,0.1,1.0,1.0
7z,RandomSampling,0.101,1.0,1.0
7z,RandomSampling,0.102,1.0,1.0
7z,RandomSampling,0.103,1.0,1.0
7z,RandomSampling,0.104,1.0,1.0
7z,RandomSampling,0.105,1.0,1.0
7z,RandomSampling,0.106,1.0,1.0
7z,RandomSampling,0.107,1.0,1.0
7z,RandomSampling,0.108,1.0,1.0
7z,RandomSampling,0.109,1.0,1.0
7z,RandomSampling,0.11,1.0,1.0
7z,RandomSampling,0.111,1.0,1.0
7z,RandomSampling,0.112,1.0,1.0
7z,RandomSampling,0.113,1.0,1.0
7z,RandomSampling,0.114,1.0,1.0
7z,RandomSampling,0.115,1.0,1.0
7z,RandomSampling,0.116,1.0,1.0
7z,RandomSampling,0.117,1.0,1.0
7z,RandomSampling,0.118,1.0,1.0
7z,RandomSampling,0.119,1.0,1.0
7z,RandomSampling,0.12,1.0,1.0
7z,RandomSampling,0.121,1.0,1.0
7z,RandomSampling,0.122,1.0,1.0
7z,RandomSampling,0.123,1.0,1.0
7z,RandomSampling,0.124,1.0,1.0
7z,RandomSampling,0.125,1.0,1.0
7z,RandomSampling,0.126,1.0,1.0
7z,RandomSampling,0.127,1.0,1.0
7z,RandomSampling,0.128,1.0,1.0
7z,RandomSampling,0.129,1.0,1.0
7z,RandomSampling,0.13,1.0,1.0
7z,RandomSampling,0.131,1.0,1.0
7z,RandomSampling,0.132,1.0,1.0
7z,RandomSampling,0.133,1.0,1.0
7z,RandomSampling,0.134,1.0,1.0
7z,RandomSampling,0.135,1.0,1.0
7z,RandomSampling,0.136,1.0,1.0
7z,RandomSampling,0.137,1.0,1.0
7z,RandomSampling,0.138,1.0,1.0
7z,RandomSampling,0.139,1.0,1.0
7z,RandomSampling,0.14,1.0,1.0
7z,RandomSampling,0.141,1.0,1.0
7z,RandomSampling,0.142,1.0,1.0
7z,RandomSampling,0.143,1.0,1.0
7z,RandomSampling,0.144,1.0,1.0
7z,RandomSampling,0.145,1.0,1.0
7z,RandomSampling,0.146,1.0,1.0
7z,RandomSampling,0.147,1.0,1.0
7z,RandomSampling,0.148,1.0,1.0
7z,RandomSampling,0.149,1.0,1.0
7z,DiversifiedDistanceBased,0.0,0.0,0.0
7z,DiversifiedDistanceBased,0.001,0.35,0.45190173942198886
7z,DiversifiedDistanceBased,0.002,0.58,0.6997691514516922
7z,DiversifiedDistanceBased,0.003,0.85,0.8356422658895719
7z,DiversifiedDistanceBased,0.004,0.91,0.9100787381513464
7z,DiversifiedDistanceBased,0.005,0.95,0.9508332470005116
7z,DiversifiedDistanceBased,0.006,0.95,0.9731331331631784
7z,DiversifiedDistanceBased,0.007,0.97,0.9853276950194682
7z,DiversifiedDistanceBased,0.008,0.97,0.9919921677905597
7z,DiversifiedDistanceBased,0.009,0.98,0.9956321637768457
7z,DiversifiedDistanceBased,0.01,0.99,0.997619040801602
7z,DiversifiedDistanceBased,0.011,0.99,0.9987029065988455
7z,DiversifiedDistanceBased,0.012,1.0,0.9992938065304313
7z,DiversifiedDistanceBased,0.013,1.0,0.999615754531509
7z,DiversifiedDistanceBased,0.014,1.0,0.9997910579363992
7z,DiversifiedDistanceBased,0.015,1.0,0.9998864532968113
7z,DiversifiedDistanceBased,0.016,1.0,0.9999383328102933
7z,DiversifiedDistanceBased,0.017,1.0,0.9999665293445531
7z,DiversifiedDistanceBased,0.018,1.0,0.9999818446694695
7z,DiversifiedDistanceBased,0.019,1.0,0.9999901582249261
7z,DiversifiedDistanceBased,0.02,1.0,0.9999946682289628
7z,DiversifiedDistanceBased,0.021,1.0,0.99999711332578
7z,DiversifiedDistanceBased,0.022,1.0,0.9999984381053858
7z,DiversifiedDistanceBased,0.023,1.0,0.9999991554355536
7z,DiversifiedDistanceBased,0.024,1.0,0.9999995436054836
7z,DiversifiedDistanceBased,0.025,1.0,0.9999997535243419
7z,DiversifiedDistanceBased,0.026,1.0,0.9999998669750563
7z,DiversifiedDistanceBased,0.027,1.0,0.9999999282508102
7z,DiversifiedDistanceBased,0.028,1.0,0.9999999613254543
7z,DiversifiedDistanceBased,0.029,1.0,0.9999999791667429
7z,DiversifiedDistanceBased,0.03,1.0,0.9999999887846639
7z,DiversifiedDistanceBased,0.031,1.0,0.9999999939662125
7z,DiversifiedDistanceBased,0.032,1.0,0.9999999967559335
7z,DiversifiedDistanceBased,0.033,1.0,0.9999999982569456
7z,DiversifiedDistanceBased,0.034,1.0,0.9999999990640493
7z,DiversifiedDistanceBased,0.035,1.0,0.9999999994977553
7z,DiversifiedDistanceBased,0.036,1.0,0.9999999997306621
7z,DiversifiedDistanceBased,0.037,1.0,0.999999999855656
7z,DiversifiedDistanceBased,0.038,1.0,0.9999999999226931
7z,DiversifiedDistanceBased,0.039,1.0,0.9999999999586233
7z,DiversifiedDistanceBased,0.04,1.0,0.9999999999778685
7z,DiversifiedDistanceBased,0.041,1.0,0.99999999998817
7z,DiversifiedDistanceBased,0.042,1.0,0.9999999999936807
7z,DiversifiedDistanceBased,0.043,1.0,0.9999999999966266
7z,DiversifiedDistanceBased,0.044,1.0,0.9999999999982003
7z,DiversifiedDistanceBased,0.045,1.0,0.9999999999990405
7z,DiversifiedDistanceBased,0.046,1.0,0.9999999999994889
7z,DiversifiedDistanceBased,0.047,1.0,0.9999999999997279
7z,DiversifiedDistanceBased,0.048,1.0,0.9999999999998552
7z,DiversifiedDistanceBased,0.049,1.0,0.999999999999923
7z,DiversifiedDistanceBased,0.05,1.0,0.999999999999959
7z,DiversifiedDistanceBased,0.051,1.0,0.9999999999999782
7z,DiversifiedDistanceBased,0.052,1.0,0.9999999999999885
7z,DiversifiedDistanceBased,0.053,1.0,0.9999999999999939
7z,DiversifiedDistanceBased,0.054,1.0,0.9999999999999968
7z,DiversifiedDistanceBased,0.055,1.0,0.9999999999999983
7z,DiversifiedDistanceBased,0.056,1.0,0.9999999999999991
7z,DiversifiedDistanceBased,0.057,1.0,0.9999999999999996
7z,DiversifiedDistanceBased,0.058,1.0,0.9999999999999998
7z,DiversifiedDistanceBased,0.059,1.0,0.9999999999999999
7z,DiversifiedDistanceBased,0.06,1.0,0.9999999999999999
7z,DiversifiedDistanceBased,0.061,1.0,1.0
7z,DiversifiedDistanceBased,0.062,1.0,1.0
7z,DiversifiedDistanceBased,0.063,1.0,1.0
7z,DiversifiedDistanceBased,0.064,1.0,1.0
7z,DiversifiedDistanceBased,0.065,1.0,1.0
7z,DiversifiedDistanceBased,0.066,1.0,1.0
7z,DiversifiedDistanceBased,0.067,1.0,1.0
7z,DiversifiedDistanceBased,0.068,1.0,1.0
7z,DiversifiedDistanceBased,0.069,1.0,1.0
7z,DiversifiedDistanceBased,0.07,1.0,1.0
7z,DiversifiedDistanceBased,0.071,1.0,1.0
7z,DiversifiedDistanceBased,0.072,1.0,1.0
7z,DiversifiedDistanceBased,0.073,1.0,1.0
7z,DiversifiedDistanceBased,0.074,1.0,1.0
7z,DiversifiedDistanceBased,0.075,1.0,1.0
7z,DiversifiedDistanceBased,0.076,1.0,1.0
7z,DiversifiedDistanceBased,0.077,1.0,1.0
7z,DiversifiedDistanceBased,0.078,1.0,1.0
7z,DiversifiedDistanceBased,0.079,1.0,1.0
7z,DiversifiedDistanceBased,0.08,1.0,1.0
7z,DiversifiedDistanceBased,0.081,1.0,1.0
7z,DiversifiedDistanceBased,0.082,1.0,1.0
7z,DiversifiedDistanceBased,0.083,1.0,1.0
7z,DiversifiedDistanceBased,0.084,1.0,1.0
7z,DiversifiedDistanceBased,0.085,1.0,1.0
7z,DiversifiedDistanceBased,0.086,1.0,1.0
7z,DiversifiedDistanceBased,0.087,1.0,1.0
7z,DiversifiedDistanceBased,0.088,1.0,1.0
7z,DiversifiedDistanceBased,0.089,1.0,1.0
7z,DiversifiedDistanceBased,0.09,1.0,1.0
7z,DiversifiedDistanceBased,0.091,1.0,1.0
7z,DiversifiedDistanceBased,0.092,1.0,1.0
7z,DiversifiedDistanceBased,0.093,1.0,1.0
7z,DiversifiedDistanceBased,0.094,1.0,1.0
7z,DiversifiedDistanceBased,0.095,1.0,1.0
7z,DiversifiedDistanceBased,0.096,1.0,1.0
7z,DiversifiedDistanceBased,0.097,1.0,1.0
7z,DiversifiedDistanceBased,0.098,1.0,1.0
7z,DiversifiedDistanceBased,0.099,1.0,1.0
7z,DiversifiedDistanceBased,0.1,1.0,1.0
7z,DiversifiedDistanceBased,0.101,1.0,1.0
7z,DiversifiedDistanceBased,0.102,1.0,1.0
7z,DiversifiedDistanceBased,0.103,1.0,1.0
7z,DiversifiedDistanceBased,0.104,1.0,1.0
7z,DiversifiedDistanceBased,0.105,1.0,1.0
7z,DiversifiedDistanceBased,0.106,1.0,1.0
7z,DiversifiedDistanceBased,0.107,1.0,1.0
7z,DiversifiedDistanceBased,0.108,1.0,1.0
7z,DiversifiedDistanceBased,0.109,1.0,1.0
7z,DiversifiedDistanceBased,0.11,1.0,1.0
7z,DiversifiedDistanceBased,0.111,1.0,1.0
7z,DiversifiedDistanceBased,0.112,1.0,1.0
7z,DiversifiedDistanceBased,0.113,1.0,1.0
7z,DiversifiedDistanceBased,0.114,1.0,1.0
7z,DiversifiedDistanceBased,0.115,1.0,1.0
7z,DiversifiedDistanceBased,0.116,1.0,1.0
7z,DiversifiedDistanceBased,0.117,1.0,1.0
7z,DiversifiedDistanceBased,0.118,1.0,1.0
7z,DiversifiedDistanceBased,0.119,1.0,1.0
7z,DiversifiedDistanceBased,0.12,1.0,1.0
7z,DiversifiedDistanceBased,0.121,1.0,1.0
7z,DiversifiedDistanceBased,0.122,1.0,1.0
7z,DiversifiedDistanceBased,0.123,1.0,1.0
7z,DiversifiedDistanceBased,0.124,1.0,1.0
7z,DiversifiedDistanceBased,0.125,1.0,1.0
7z,DiversifiedDistanceBased,0.126,1.0,1.0
7z,DiversifiedDistanceBased,0.127,1.0,1.0
7z,DiversifiedDistanceBased,0.128,1.0,1.0
7z,DiversifiedDistanceBased,0.129,1.0,1.0
7z,DiversifiedDistanceBased,0.13,1.0,1.0
7z,DiversifiedDistanceBased,0.131,1.0,1.0
7z,DiversifiedDistanceBased,0.132,1.0,1.0
7z,DiversifiedDistanceBased,0.133,1.0,1.0
7z,DiversifiedDistanceBased,0.134,1.0,1.0
7z,DiversifiedDistanceBased,0.135,1.0,1.0
7z,DiversifiedDistanceBased,0.136,1.0,1.0
7z,DiversifiedDistanceBased,0.137,1.0,1.0
7z,DiversifiedDistanceBased,0.138,1.0,1.0
7z,DiversifiedDistanceBased,0.139,1.0,1.0
7z,DiversifiedDistanceBased,0.14,1.0,1.0
7z,DiversifiedDistanceBased,0.141,1.0,1.0
7z,DiversifiedDistanceBased,0.142,1.0,1.0
7z,DiversifiedDistanceBased,0.143,1.0,1.0
7z,DiversifiedDistanceBased,0.144,1.0,1.0
7z,DiversifiedDistanceBased,0.145,1.0,1.0
7z,DiversifiedDistanceBased,0.146,1.0,1.0
7z,DiversifiedDistanceBased,0.147,1.0,1.0
7z,DiversifiedDistanceBased,0.148,1.0,1.0
7z,DiversifiedDistanceBased,0.149,1.0,1.0
7z,SolverBased,0.0,0.0,0.0
7z,SolverBased,0.001,0.0,0.45190173942198886
7z,SolverBased,0.002,0.0,0.6997691514516922
7z,SolverBased,0.003,0.0,0.8356422658895719
7z,SolverBased,0.004,0.0,0.9100787381513464
7z,SolverBased,0.005,0.0,0.9508332470005116
7z,SolverBased,0.006,0.0,0.9731331331631784
7z,SolverBased,0.007,1.0,0.9853276950194682
7z,SolverBased,0.008,1.0,0.9919921677905597
7z,SolverBased,0.009,1.0,0.9956321637768457
7z,SolverBased,0.01,1.0,0.997619040801602
7z,SolverBased,0.011,1.0,0.9987029065988455
7z,SolverBased,0.012,1.0,0.9992938065304313
7z,SolverBased,0.013,1.0,0.999615754531509
7z,SolverBased,0.014,1.0,0.9997910579363992
7z,SolverBased,0.015,1.0,0.9998864532968113
7z,SolverBased,0.016,1.0,0.9999383328102933
7z,SolverBased,0.017,1.0,0.9999665293445531
7z,SolverBased,0.018,1.0,0.9999818446694695
7z,SolverBased,0.019,1.0,0.9999901582249261
7z,SolverBased,0.02,1.0,0.9999946682289628
7z,SolverBased,0.021,1.0,0.99999711332578
7z,SolverBased,0.022,1.0,0.9999984381053858
7z,SolverBased,0.023,1.0,0.9999991554355536
7z,SolverBased,0.024,1.0,0.9999995436054836
7z,SolverBased,0.025,1.0,0.9999997535243419
7z,SolverBased,0.026,1.0,0.9999998669750563
7z,SolverBased,0.027,1.0,0.9999999282508102
7z,SolverBased,0.028,1.0,0.9999999613254543
7z,SolverBased,0.029,1.0,0.9999999791667429
7z,SolverBased,0.03,1.0,0.9999999887846639
7z,SolverBased,0.031,1.0,0.9999999939662125
7z,SolverBased,0.032,1.0,0.9999999967559335
7z,SolverBased,0.033,1.0,0.9999999982569456
7z,SolverBased,0.034,1.0,0.9999999990640493
7z,SolverBased,0.035,1.0,0.9999999994977553
7z,SolverBased,0.036,1.0,0.9999999997306621
7z,SolverBased,0.037,1.0,0.999999999855656
7z,SolverBased,0.038,1.0,0.9999999999226931
7z,SolverBased,0.039,1.0,0.9999999999586233
7z,SolverBased,0.04,1.0,0.9999999999778685
7z,SolverBased,0.041,1.0,0.99999999998817
7z,SolverBased,0.042,1.0,0.9999999999936807
7z,SolverBased,0.043,1.0,0.9999999999966266
7z,SolverBased,0.044,1.0,0.9999999999982003
7z,SolverBased,0.045,1.0,0.9999999999990405
7z,SolverBased,0.046,1.0,0.9999999999994889
7z,SolverBased,0.047,1.0,0.9999999999997279
7z,SolverBased,0.048,1.0,0.9999999999998552
7z,SolverBased,0.049,1.0,0.999999999999923
7z,SolverBased,0.05,1.0,0.999999999999959
7z,SolverBased,0.051,1.0,0.9999999999999782
7z,SolverBased,0.052,1.0,0.9999999999999885
7z,SolverBased,0.053,1.0,0.9999999999999939
7z,SolverBased,0.054,1.0,0.9999999999999968
7z,SolverBased,0.055,1.0,0.9999999999999983
7z,SolverBased,0.056,1.0,0.9999999999999991
7z,SolverBased,0.057,1.0,0.9999999999999996
7z,SolverBased,0.058,1.0,0.9999999999999998
7z,SolverBased,0.059,1.0,0.9999999999999999
7z,SolverBased,0.06,1.0,0.9999999999999999
7z,SolverBased,0.061,1.0,1.0
7z,SolverBased,0.062,1.0,1.0
7z,SolverBased,0.063,1.0,1.0
7z,SolverBased,0.064,1.0,1.0
7z,SolverBased,0.065,1.0,1.0
7z,SolverBased,0.066,1.0,1.0
7z,SolverBased,0.067,1.0,1.0
7z,SolverBased,0.068,1.0,1.0
7z,SolverBased,0.069,1.0,1.0
7z,SolverBased,0.07,1.0,1.0
7z,SolverBased,0.071,1.0,1.0
7z,SolverBased,0.072,1.0,1.0
7z,SolverBased,0.073,1.0,1.0
7z,SolverBased,0.074,1.0,1.0
7z,SolverBased,0.075,1.0,1.0
7z,SolverBased,0.076,1.0,1.0
7z,SolverBased,0.077,1.0,1.0
7z,SolverBased,0.078,1.0,1.0
7z,SolverBased,0.079,1.0,1.0
7z,SolverBased,0.08,1.0,1.0
7z,SolverBased,0.081,1.0,1.0
7z,SolverBased,0.082,1.0,1.0
7z,SolverBased,0.083,1.0,1.0
7z,SolverBased,0.084,1.0,1.0
7z,SolverBased,0.085,1.0,1.0
7z,SolverBased,0.086,1.0,1.0
7z,SolverBased,0.087,1.0,1.0
7z,SolverBased,0.088,1.0,1.0
7z,SolverBased,0.089,1.0,1.0
7z,SolverBased,0.09,1.0,1.0
7z,SolverBased,0.091,1.0,1.0
7z,SolverBased,0.092,1.0,1.0
7z,SolverBased,0.093,1.0,1.0
7z,SolverBased,0.094,1.0,1.0
7z,SolverBased,0.095,1.0,1.0
7z,SolverBased,0.096,1.0,1.0
7z,SolverBased,0.097,1.0,1.0
7z,SolverBased,0.098,1.0,1.0
7z,SolverBased,0.099,1.0,1.0
7z,SolverBased,0.1,1.0,1.0
7z,SolverBased,0.101,1.0,1.0
7z,SolverBased,0.102,1.0,1.0
7z,SolverBased,0.103,1.0,1.0
7z,SolverBased,0.104,1.0,1.0
7z,SolverBased,0.105,1.0,1.0
7z,SolverBased,0.106,1.0,1.0
7z,SolverBased,0.107,1.0,1.0
7z,SolverBased,0.108,1.0,1.0
7z,SolverBased,0.109,1.0,1.0
7z,SolverBased,0.11,1.0,1.0
7z,SolverBased,0.111,1.0,1.0
7z,SolverBased,0.112,1.0,1.0
7z,SolverBased,0.113,1.0,1.0
7z,SolverBased,0.114,1.0,1.0
7z,SolverBased,0.115,1.0,1.0
7z,SolverBased,0.116,1.0,1.0
7z,SolverBased,0.117,1.0,1.0
7z,SolverBased,0.118,1.0,1.0
7z,SolverBased,0.119,1.0,1.0
7z,SolverBased,0.12,1.0,1.0
7z,SolverBased,0.121,1.0,1.0
7z,SolverBased,0.122,1.0,1.0
7z,SolverBased,0.123,1.0,1.0
7z,SolverBased,0.124,1.0,1.0
7z,SolverBased,0.125,1.0,1.0
7z,SolverBased,0.126,1.0,1.0
7z,SolverBased,0.127,1.0,1.0
7z,SolverBased,0.128,1.0,1.0
7z,SolverBased,0.129,1.0,1.0
7z,SolverBased,0.13,1.0,1.0
7z,SolverBased,0.131,1.0,1.0
7z,SolverBased,0.132,1.0,1.0
7z,SolverBased,0.133,1.0,1.0
7z,SolverBased,0.134,1.0,1.0
7z,SolverBased,0.135,1.0,1.0
7z,SolverBased,0.136,1.0,1.0
7z,SolverBased,0.137,1.0,1.0
7z,SolverBased,0.138,1.0,1.0
7z,SolverBased,0.139,1.0,1.0
7z,SolverBased,0.14,1.0,1.0
7z,SolverBased,0.141,1.0,1.0
7z,SolverBased,0.142,1.0,1.0
7z,SolverBased,0.143,1.0,1.0
7z,SolverBased,0.144,1.0,1.0
7z,SolverBased,0.145,1.0,1.0
7z,SolverBased,0.146,1.0,1.0
7z,SolverBased,0.147,1.0,1.0
7z,SolverBased,0.148,1.0,1.0
7z,SolverBased,0.149,1.0,1.0
7z,SRSSampling,0.0,0.0,0.0
7z,SRSSampling,0.001,0.8,0.45190173942198886
7z,SRSSampling,0.002,0.93,0.6997691514516922
7z,SRSSampling,0.003,0.99,0.8356422658895719
7z,SRSSampling,0.004,1.0,0.9100787381513464
7z,SRSSampling,0.005,1.0,0.9508332470005116
7z,SRSSampling,0.006,1.0,0.9731331331631784
7z,SRSSampling,0.007,1.0,0.9853276950194682
7z,SRSSampling,0.008,1.0,0.9919921677905597
7z,SRSSampling,0.009,1.0,0.9956321637768457
7z,SRSSampling,0.01,1.0,0.997619040801602
7z,SRSSampling,0.011,1.0,0.9987029065988455
7z,SRSSampling,0.012,1.0,0.9992938065304313
7z,SRSSampling,0.013,1.0,0.999615754531509
7z,SRSSampling,0.014,1.0,0.9997910579363992
7z,SRSSampling,0.015,1.0,0.9998864532968113
7z,SRSSampling,0.016,1.0,0.9999383328102933
7z,SRSSampling,0.017,1.0,0.9999665293445531
7z,SRSSampling,0.018,1.0,0.9999818446694695
7z,SRSSampling,0.019,1.0,0.9999901582249261
7z,SRSSampling,0.02,1.0,0.9999946682289628
7z,SRSSampling,0.021,1.0,0.99999711332578
7z,SRSSampling,0.022,1.0,0.9999984381053858
7z,SRSSampling,0.023,1.0,0.9999991554355536
7z,SRSSampling,0.024,1.0,0.9999995436054836
7z,SRSSampling,0.025,1.0,0.9999997535243419
7z,SRSSampling,0.026,1.0,0.9999998669750563
7z,SRSSampling,0.027,1.0,0.9999999282508102
7z,SRSSampling,0.028,1.0,0.9999999613254543
7z,SRSSampling,0.029,1.0,0.9999999791667429
7z,SRSSampling,0.03,1.0,0.9999999887846639
7z,SRSSampling,0.031,1.0,0.9999999939662125
7z,SRSSampling,0.032,1.0,0.9999999967559335
7z,SRSSampling,0.033,1.0,0.9999999982569456
7z,SRSSampling,0.034,1.0,0.9999999990640493
7z,SRSSampling,0.035,1.0,0.9999999994977553
7z,SRSSampling,0.036,1.0,0.9999999997306621
7z,SRSSampling,0.037,1.0,0.999999999855656
7z,SRSSampling,0.038,1.0,0.9999999999226931
7z,SRSSampling,0.039,1.0,0.9999999999586233
7z,SRSSampling,0.04,1.0,0.9999999999778685
7z,SRSSampling,0.041,1.0,0.99999999998817
7z,SRSSampling,0.042,1.0,0.9999999999936807
7z,SRSSampling,0.043,1.0,0.9999999999966266
7z,SRSSampling,0.044,1.0,0.9999999999982003
7z,SRSSampling,0.045,1.0,0.9999999999990405
7z,SRSSampling,0.046,1.0,0.9999999999994889
7z,SRSSampling,0.047,1.0,0.9999999999997279
7z,SRSSampling,0.048,1.0,0.9999999999998552
7z,SRSSampling,0.049,1.0,0.999999999999923
7z,SRSSampling,0.05,1.0,0.999999999999959
7z,SRSSampling,0.051,1.0,0.9999999999999782
7z,SRSSampling,0.052,1.0,0.9999999999999885
7z,SRSSampling,0.053,1.0,0.9999999999999939
7z,SRSSampling,0.054,1.0,0.9999999999999968
7z,SRSSampling,0.055,1.0,0.9999999999999983
7z,SRSSampling,0.056,1.0,0.9999999999999991
7z,SRSSampling,0.057,1.0,0.9999999999999996
7z,SRSSampling,0.058,1.0,0.9999999999999998
7z,SRSSampling,0.059,1.0,0.9999999999999999
7z,SRSSampling,0.06,1.0,0.9999999999999999
7z,SRSSampling,0.061,1.0,1.0
7z,SRSSampling,0.062,1.0,1.0
7z,SRSSampling,0.063,1.0,1.0
7z,SRSSampling,0.064,1.0,1.0
7z,SRSSampling,0.065,1.0,1.0
7z,SRSSampling,0.066,1.0,1.0
7z,SRSSampling,0.067,1.0,1.0
7z,SRSSampling,0.068,1.0,1.0
7z,SRSSampling,0.069,1.0,1.0
7z,SRSSampling,0.07,1.0,1.0
7z,SRSSampling,0.071,1.0,1.0
7z,SRSSampling,0.072,1.0,1.0
7z,SRSSampling,0.073,1.0,1.0
7z,SRSSampling,0.074,1.0,1.0
7z,SRSSampling,0.075,1.0,1.0
7z,SRSSampling,0.076,1.0,1.0
7z,SRSSampling,0.077,1.0,1.0
7z,SRSSampling,0.078,1.0,1.0
7z,SRSSampling,0.079,1.0,1.0
7z,SRSSampling,0.08,1.0,1.0
7z,SRSSampling,0.081,1.0,1.0
7z,SRSSampling,0.082,1.0,1.0
7z,SRSSampling,0.083,1.0,1.0
7z,SRSSampling,0.084,1.0,1.0
7z,SRSSampling,0.085,1.0,1.0
7z,SRSSampling,0.086,1.0,1.0
7z,SRSSampling,0.087,1.0,1.0
7z,SRSSampling,0.088,1.0,1.0
7z,SRSSampling,0.089,1.0,1.0
7z,SRSSampling,0.09,1.0,1.0
7z,SRSSampling,0.091,1.0,1.0
7z,SRSSampling,0.092,1.0,1.0
7z,SRSSampling,0.093,1.0,1.0
7z,SRSSampling,0.094,1.0,1.0
