root,time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,MainMemory,Performance
1,1,1,0,0,0,1,1,0,0,1,1,350816,241.83404506507875
1,1,1,1,0,0,0,1,0,0,1,1,346848,253.74451178675238
1,1,1,1,0,0,1,1,0,0,1,1,352704,255.1459175551588
1,1,1,0,0,1,0,1,0,0,0,1,"351125,333333333",244.3496746457444
1,1,1,1,0,1,0,1,0,0,0,1,"345797,333333333@607397.333333333",259.18126526848226
1,1,1,0,0,1,0,1,0,0,1,1,350688,238.36264910082699
1,1,1,1,0,1,0,1,0,0,1,1,"347621,333333333",258.4028627123661
1,1,1,0,0,1,1,1,0,0,0,1,"350357,333333333",261.17773838191414
1,1,1,0,0,1,1,1,0,0,1,1,345456,239.16559786442707
1,1,1,1,0,1,1,1,0,0,0,1,"345626,666666667@647658.666666667",262.0539693802295
1,1,1,1,0,1,1,1,0,0,1,1,351120,256.8447721798192
1,1,0,0,0,0,0,0,0,0,0,0,"369621,333333333",217.3510983427902
1,1,1,0,0,0,0,0,0,0,0,0,"369621,333333333",239.74255424466236
1,1,0,1,0,0,0,0,0,0,0,0,"341738,666666667",225.8800447777449
1,1,0,0,1,0,0,0,0,0,0,0,339648,213.9308402474506
1,1,0,0,0,1,0,0,0,0,0,0,"649226,666666667",214.37271451856392
1,1,0,0,0,0,1,0,0,0,0,0,"338437,333333333",213.994415778999
1,1,0,0,0,0,0,1,0,0,0,0,338528,209.87477421097313
1,1,0,0,0,0,0,0,1,0,0,0,"370202,666666667",210.55564566004716
1,1,0,0,0,0,0,0,0,1,0,0,"359610,666666667",206.5649916476611
1,1,0,0,0,0,0,0,0,0,0,1,"371914,666666667",265.25932185374006
1,1,1,1,1,0,1,1,0,1,0,0,"496053,333333333",254.87635375173465
1,1,1,0,1,0,1,1,1,0,1,1,"495557,333333333",254.12051549105485
1,1,0,1,1,1,1,1,0,0,0,0,"639557,333333333",231.88333545213032
1,1,1,1,0,0,0,1,1,1,0,0,"534773,333333333",246.99544881969086
1,1,1,0,0,0,0,0,1,1,0,0,346592,226.62986721241683
1,1,1,1,1,1,1,0,1,1,0,1,341872,269.28116672028887
1,1,1,1,0,1,0,1,1,1,0,1,"506490,666666667",255.265640445808
1,1,0,1,0,0,1,0,1,0,1,1,"348069,333333333",236.99806284632126
1,1,1,1,0,1,1,0,0,1,0,0,"345173,333333333",247.98675545878385
1,1,1,1,1,1,0,1,0,1,1,0,"348714,666666667",261.56623875904864
1,1,0,1,1,0,0,1,1,0,1,0,"498618,666666667",232.4246615792454
1,1,1,0,0,1,1,1,0,1,0,1,"521690,666666667",242.77417836332384
1,1,0,0,0,1,1,0,1,0,1,0,"351434,666666667",208.31615016563015
1,1,1,1,1,1,0,0,1,0,1,1,341856,264.21751280637096
1,1,0,1,1,1,1,1,0,1,0,1,498448,257.334307006844
1,1,1,1,1,1,0,0,0,0,0,0,"540458,666666667",250.3675956416833
1,1,0,0,0,0,0,1,0,1,0,1,497712,221.94867684269323
1,1,1,0,1,0,1,1,1,0,0,1,"368277,333333333",257.7681598803139
1,1,1,0,0,1,0,1,1,1,1,0,638144,233.17047598884253
1,1,1,1,1,0,0,0,1,1,1,1,"348394,666666667",269.376049606103
1,1,0,1,1,0,1,0,0,0,0,1,"343450,666666667",256.58624829609397
1,1,1,1,1,0,1,1,0,1,1,0,553216,266.9127165360955
1,1,1,0,1,1,1,0,1,1,1,1,498320,260.7147605021302
1,1,0,1,1,0,1,0,1,1,1,1,"653749,333333333",258.1530480784001
1,1,0,1,1,0,0,1,0,1,0,0,542528,234.2773686858858
1,1,1,0,1,1,1,0,0,0,0,1,"525722,666666667",246.09055957072368
1,1,0,0,0,0,0,1,1,1,1,0,"351541,333333333",211.6104366253365
1,1,1,1,1,0,1,0,0,1,0,1,"347749,333333333",270.88448868154376
1,1,1,1,0,0,0,0,0,1,1,1,"511573,333333333",254.79270008569816
1,1,1,1,0,0,1,1,1,1,1,0,"353365,333333333",250.57714080614576
1,1,0,0,1,1,1,0,0,0,1,1,"350485,333333333",262.72741746115133
1,1,0,0,0,0,1,1,1,0,0,0,"821338,666666667",208.16574172403355
1,1,0,0,1,0,1,0,0,0,1,1,338896,263.6902154755571
1,1,1,0,0,1,0,1,0,1,1,0,"820906,666666667",231.61952160145938
1,1,0,1,0,1,0,0,1,0,1,0,639360,226.0321984000819
1,1,1,0,1,0,1,1,0,1,1,0,342208,246.9731226820525
1,1,1,1,0,1,0,0,1,0,0,1,"651466,666666667",262.28219479335377
1,1,1,0,1,0,0,0,1,1,1,1,348272,256.0956282127266
1,1,0,1,1,1,1,0,1,1,0,0,"349637,333333333",235.24539016079322
1,1,0,1,0,1,1,1,1,1,1,1,"534890,666666667",244.2212302020114
1,1,1,1,1,0,1,1,1,0,0,1,346816,270.562444795
1,1,0,0,1,1,0,0,1,0,0,1,"502133,333333333",269.4940282918932
1,1,1,0,1,0,0,0,0,0,0,1,"784330,666666667",245.38472042161294
1,1,0,0,0,0,0,0,1,1,1,1,345216,218.8613277171097
1,1,1,0,1,0,1,0,0,1,0,0,341296,244.96998819523202
1,1,0,1,0,1,1,0,1,1,0,0,"655610,666666667",223.98390774430126
1,1,0,1,1,0,1,1,1,1,0,1,340320,257.3144672522592
1,1,1,0,1,1,0,1,0,1,1,1,540672,261.04627973869225
1,1,1,0,1,0,1,0,1,0,0,1,"660837,333333333",258.2539782065574
1,1,1,1,0,0,0,0,1,0,0,0,377520,250.05401517979956
1,1,0,0,1,1,1,0,0,1,0,0,341024,217.79924709339764
1,1,0,0,0,1,1,1,1,1,1,0,"675242,666666667",215.83278559957338
1,1,1,1,1,0,1,0,1,1,1,1,342576,271.0350929392389
1,1,1,0,0,0,1,1,0,1,1,1,502944,243.5899196396835
1,1,1,0,1,1,0,0,0,1,1,0,352864,240.89853656555806
1,1,1,0,0,0,0,0,0,1,1,0,645568,230.0350965232725
1,1,0,0,0,0,0,0,1,0,0,1,"343301,333333333",222.66617450432688
1,1,0,1,0,0,0,1,1,0,0,1,"378858,666666667",240.38690100541507
1,1,1,0,1,0,0,1,0,0,1,0,357312,239.34727448292657
1,1,1,0,1,0,0,1,1,1,1,0,608032,246.09606066271826
1,1,1,0,1,1,0,1,0,1,1,0,338800,244.70392491993607
1,1,0,0,1,1,1,1,0,1,0,1,"658853,333333333",265.90597274916445
1,1,1,0,1,1,1,0,0,1,0,0,"796138,666666667",245.69104050327363
1,1,1,0,0,1,1,0,1,0,1,1,343648,240.78722590072283
1,1,0,1,1,0,0,0,0,1,1,1,354512,256.95574426323816
1,1,0,0,1,1,0,1,0,0,0,1,352816,269.3966986461041
1,1,1,0,1,1,1,0,0,0,1,0,823328,239.22789000141262
1,1,1,0,0,0,1,0,1,0,1,1,"618522,666666667",237.31008522501213
1,1,0,1,1,1,1,0,1,0,0,1,"371557,333333333",256.4563483460928
1,1,0,0,1,0,1,0,0,1,0,0,"371546,666666667",216.22073814519183
1,1,1,0,1,0,1,1,1,1,0,1,"341973,333333333",255.13742026939067
1,1,0,0,1,0,0,0,1,0,0,1,645264,252.21305971883294
1,1,1,0,1,1,1,0,0,0,1,1,"660581,333333333",253.15060830184365
1,1,0,1,1,1,1,1,0,0,1,0,621536,237.59005190578114
1,1,0,1,0,1,1,1,0,1,1,1,"342725,333333333",241.55768452993524
1,1,1,0,1,1,1,0,1,0,0,0,"346725,333333333",247.8400785147419
1,1,1,0,0,1,0,1,1,0,1,0,"348570,666666667",229.7290320776582
1,1,1,0,1,0,0,0,0,0,0,0,"340789,333333333",252.6981086071932
1,1,1,0,0,0,0,0,1,0,0,0,"341178,666666667",233.30050479568837
1,1,1,0,0,0,0,0,0,1,0,0,"340677,333333333",232.5349529459772
1,1,0,1,1,0,0,0,0,0,0,0,"348634,666666667",230.20516065104934
1,1,0,1,0,0,0,0,1,0,0,0,339840,226.56666415998558
1,1,0,1,0,0,0,0,0,1,0,0,"339434,666666667",223.65170242910264
1,1,0,0,1,1,0,0,0,0,0,0,343888,221.42378988727586
1,1,0,0,1,0,1,0,0,0,0,0,"643941,333333333",222.40133881728707
1,1,0,0,1,0,0,1,0,0,0,0,"643722,666666667",220.22789879462525
1,1,0,0,1,0,0,0,1,0,0,0,"648741,333333333",217.5009017187458
1,1,0,0,1,0,0,0,0,1,0,0,648928,214.33107683601563
1,1,0,0,1,0,0,0,0,0,0,1,"651141,333333333",227.34602380303062
1,1,0,0,0,1,0,0,1,0,0,0,338800,209.5816514071702
1,1,0,0,0,1,0,0,0,1,0,0,338432,205.5807758617845
1,1,0,0,0,0,1,0,1,0,0,0,"338874,666666667",212.63212319152083
1,1,0,0,0,0,1,0,0,1,0,0,338528,206.4267691215878
1,1,0,0,0,0,0,1,1,0,0,0,"342954,666666667",206.83681965383607
1,1,0,0,0,0,0,1,0,1,0,0,359680,209.74318884130872
1,1,0,0,0,0,0,0,1,1,0,0,"377269,333333333",205.83746534077574
1,1,0,0,0,0,0,0,0,1,0,1,"374421,333333333",219.9561724457223
1,1,0,0,1,0,1,0,0,1,1,0,0,218.89015390475328
1,1,0,1,1,1,1,0,1,1,1,1,0,253.69219995928975
1,1,1,1,1,1,1,0,0,0,0,1,0,257.19270218458746
1,1,1,1,1,1,1,0,0,0,1,1,0,266.33628708709466
1,1,1,1,1,1,1,0,1,0,0,1,0,273.967259312621
1,1,1,1,1,1,1,0,1,0,1,1,0,266.61517650939993
1,1,1,1,1,1,1,0,0,1,0,1,0,272.29100609079507
1,1,1,1,1,1,1,0,0,1,1,1,0,271.8355945530571
1,1,1,1,1,1,1,0,1,1,1,1,0,274.10836958378957
1,1,0,1,1,1,1,1,0,0,0,1,0,276.2496153575583
1,1,0,0,1,0,1,0,1,0,0,0,0,218.54140491512078
1,1,0,1,1,1,1,1,0,0,1,1,0,255.7944665691884
1,1,0,1,1,1,1,1,0,1,1,1,0,256.01309976619217
1,1,1,1,1,1,1,1,0,0,0,1,0,258.8781820437347
1,1,1,1,1,1,1,1,0,1,0,1,0,270.0164265808005
1,1,1,1,1,1,1,1,0,0,1,1,0,270.24151383988726
1,1,1,1,1,1,1,1,0,1,1,1,0,275.0859468611114
1,1,0,1,1,1,1,1,1,0,0,1,0,275.9497416187877
1,1,0,1,1,1,1,1,1,0,1,1,0,254.50164100629064
1,1,1,1,1,1,1,1,1,0,0,1,0,256.1910168766955
1,1,0,0,1,0,1,0,1,1,0,0,0,216.25311760137134
1,1,1,1,1,1,1,1,1,0,1,1,0,269.1088308936706
1,1,0,1,1,1,1,1,1,1,0,1,0,275.76395575249467
1,1,1,1,1,1,1,1,1,1,0,1,0,258.6663862912443
1,1,0,1,1,1,1,1,1,1,1,1,0,273.67604580972204
1,1,1,1,1,1,1,1,1,1,1,1,0,259.45228741522914
1,1,0,0,1,0,1,0,1,0,1,0,0,220.78367494452803
1,1,0,0,1,0,1,0,1,1,1,0,0,217.29902208462875
1,1,0,0,1,1,1,0,0,0,0,0,0,220.54342459437234
1,1,0,0,1,1,1,0,0,0,1,0,0,215.14998629129153
1,1,0,0,1,1,1,0,1,0,0,0,0,218.33515631793924
1,1,0,0,1,1,1,0,1,0,1,0,0,217.41761987647817
1,1,0,0,1,1,1,0,1,1,0,0,0,220.03760591575593
1,1,0,0,1,1,1,0,0,1,1,0,0,220.50310933845236
1,1,0,0,1,1,1,0,1,1,1,0,0,220.8040128963855
1,1,0,0,1,0,1,1,0,0,0,0,0,224.09904650144793
1,1,0,0,1,0,1,1,0,0,1,0,0,217.11536619092095
1,1,0,0,1,0,1,1,0,1,0,0,0,218.77680598621117
1,1,0,0,1,0,1,1,0,1,1,0,0,220.8689993372831
1,1,0,0,1,1,1,1,0,0,0,0,0,221.86422292633296
1,1,0,0,1,1,1,1,0,1,0,0,0,220.09125949423566
1,1,0,0,1,1,1,1,0,0,1,0,0,223.34704863821642
1,1,0,0,0,0,0,1,1,0,1,0,0,205.81826648884092
1,1,0,0,1,1,1,1,0,1,1,0,0,221.32036832489746
1,1,0,0,1,0,1,1,1,0,0,0,0,224.5678837561818
1,1,0,0,1,0,1,1,1,0,1,0,0,219.14834737145364
1,1,0,0,1,1,1,1,1,0,0,0,0,219.31424175326788
1,1,0,0,1,1,1,1,1,0,1,0,0,218.5881663786756
1,1,0,0,1,0,1,1,1,1,0,0,0,220.23561538599873
1,1,0,0,1,1,1,1,1,1,0,0,0,222.73504678987936
1,1,0,0,1,0,1,1,1,1,1,0,0,223.622187773555
1,1,0,0,1,1,1,1,1,1,1,0,0,226.69408587200166
1,1,0,1,0,0,0,0,0,1,1,0,0,224.80697131200435
1,1,0,1,0,0,0,0,1,1,0,0,0,223.22704604695002
1,1,0,1,0,0,0,0,1,0,1,0,0,225.0092535654539
1,1,0,1,0,0,0,0,1,1,1,0,0,223.82898035172124
1,1,0,1,0,0,0,1,1,0,0,0,0,227.8175958168465
1,1,0,0,0,0,0,1,1,1,0,0,0,209.07563506807992
1,1,0,1,0,0,0,1,1,0,1,0,0,225.1548023002565
1,1,0,1,0,0,0,1,0,1,0,0,0,226.53321454637228
1,1,0,1,0,0,0,1,1,1,0,0,0,225.57843071609204
1,1,0,1,0,0,0,1,0,1,1,0,0,228.41926285915886
1,1,0,1,0,0,0,1,1,1,1,0,0,228.11200160046383
1,1,0,1,0,0,1,0,0,1,0,0,0,225.61181547165532
1,1,0,1,0,0,1,0,0,1,1,0,0,225.50640172128493
1,1,0,0,0,0,0,1,0,1,1,0,0,210.46714246951242
1,1,0,1,0,0,1,1,0,1,0,0,0,224.34542586839717
1,1,0,1,0,0,1,1,0,1,1,0,0,227.72763143631119
1,1,0,1,0,0,1,0,1,0,0,0,0,228.95607654599584
1,1,0,1,0,0,1,0,1,0,1,0,0,224.45322684999056
1,1,0,1,0,0,1,1,1,0,0,0,0,227.53920115858483
1,1,0,1,0,0,1,1,1,0,1,0,0,227.58308704327538
1,1,0,1,0,0,1,0,1,1,0,0,0,228.11980053803305
1,1,0,1,0,0,1,1,1,1,0,0,0,226.38790850602084
1,1,0,1,0,0,1,0,1,1,1,0,0,228.43634964977207
1,1,0,1,0,0,1,1,1,1,1,0,0,229.61367395491968
1,1,0,1,1,0,0,0,0,0,1,0,0,230.17792744031425
1,1,0,1,1,0,0,0,0,1,0,0,0,232.1796347789474
1,1,0,1,1,0,0,0,0,1,1,0,0,232.6559043562837
1,1,0,1,1,0,0,0,1,0,0,0,0,234.81564653016613
1,1,0,1,1,0,0,0,1,1,0,0,0,230.552813718866
1,1,0,1,1,0,0,0,1,0,1,0,0,233.5368017659323
1,1,0,1,1,0,0,0,1,1,1,0,0,231.13403374044762
1,1,0,1,1,0,1,0,0,0,0,0,0,235.96725517103795
1,1,0,1,1,0,1,0,0,0,1,0,0,232.0650683095907
1,1,0,1,1,0,1,0,1,0,0,0,0,233.89397473301634
1,1,0,1,1,0,1,0,1,0,1,0,0,231.93284995589573
1,1,0,1,1,0,1,0,0,1,0,0,0,234.24807207307714
1,1,0,1,1,0,1,0,1,1,0,0,0,233.95524767114537
1,1,0,1,1,0,1,0,0,1,1,0,0,237.14452819256803
1,1,0,1,1,0,1,0,1,1,1,0,0,237.7383814981155
1,1,0,1,1,0,0,1,0,0,0,0,0,237.68171416178313
1,1,0,1,1,0,0,1,0,0,1,0,0,234.28946218524297
1,1,0,1,1,0,0,1,0,1,1,0,0,234.7974637797866
1,1,0,1,1,0,1,1,0,0,0,0,0,239.72562812452074
1,1,0,1,1,0,1,1,0,1,0,0,0,233.36550950532427
1,1,0,1,1,0,1,1,0,0,1,0,0,238.1970672931074
1,1,0,1,1,0,1,1,0,1,1,0,0,235.33216251733947
1,1,0,1,1,0,0,1,1,0,0,0,0,238.1170125451491
1,1,0,1,1,0,1,1,1,0,0,0,0,237.66466935396588
1,1,0,1,1,0,1,1,1,0,1,0,0,234.4346007856892
1,1,0,1,1,0,0,1,1,1,0,0,0,236.27943419179766
1,1,0,1,1,0,1,1,1,1,0,0,0,236.8139913405542
1,1,0,1,1,0,0,1,1,1,1,0,0,237.91453560281684
1,1,0,1,1,0,1,1,1,1,1,0,0,238.41869507532974
1,1,0,1,0,1,0,0,0,1,0,0,0,226.71413389949973
1,1,0,1,0,1,0,0,0,1,1,0,0,225.4714201390095
1,1,0,1,0,1,0,0,1,0,0,0,0,226.6888567671562
1,1,0,1,0,1,0,0,1,1,0,0,0,222.40787038445117
1,1,0,0,0,0,1,0,0,1,1,0,0,208.66907224862058
1,1,0,1,0,1,0,0,1,1,1,0,0,225.45850175976742
1,1,0,1,0,1,0,1,1,0,0,0,0,226.9744874416035
1,1,0,1,0,1,0,1,1,0,1,0,0,225.9104915250502
1,1,0,1,0,1,0,1,0,1,0,0,0,228.58034241124113
1,1,0,1,0,1,0,1,1,1,0,0,0,225.76337631306413
1,1,0,1,0,1,0,1,0,1,1,0,0,226.97472060199587
1,1,0,1,0,1,0,1,1,1,1,0,0,228.06835437985
1,1,0,1,1,1,0,0,0,0,0,0,0,229.06395762109395
1,1,0,1,1,1,0,0,0,0,1,0,0,230.00126512561044
1,1,0,1,1,1,0,0,0,1,0,0,0,232.0938626718707
1,1,0,1,1,1,0,0,0,1,1,0,0,233.90149419878898
1,1,0,1,1,1,0,1,0,0,0,0,0,235.8326015855286
1,1,0,1,1,1,0,1,0,1,0,0,0,232.79574330893843
1,1,0,1,1,1,0,1,0,0,1,0,0,236.21301625708603
1,1,0,1,1,1,0,1,0,1,1,0,0,235.0460415757962
1,1,0,1,1,1,0,0,1,0,0,0,0,239.15325679306127
1,1,0,1,1,1,0,0,1,0,1,0,0,230.8028799219853
1,1,0,1,1,1,0,1,1,0,0,0,0,232.65939626114996
1,1,0,0,0,0,1,1,0,1,0,0,0,207.58301456492336
1,1,0,1,1,1,0,1,1,0,1,0,0,233.772477446054
1,1,0,1,1,1,0,0,1,1,0,0,0,236.4599972455371
1,1,0,1,1,1,0,1,1,1,0,0,0,235.7426223739679
1,1,0,1,1,1,0,0,1,1,1,0,0,236.8956195360551
1,1,0,1,1,1,0,1,1,1,1,0,0,237.7890868232167
1,1,0,1,0,1,1,0,0,1,0,0,0,225.88953719132044
1,1,0,1,0,1,1,0,0,1,1,0,0,225.64297396922757
1,1,0,1,0,1,1,0,1,0,0,0,0,230.20834510876438
1,1,0,1,0,1,1,0,1,0,1,0,0,226.7753542228706
1,1,0,1,0,1,1,0,1,1,1,0,0,226.07275100743627
