root,time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,MainMemory,Performance
1,1,1,1,1,0,1,1,1,0,1,0,0,249.343333333333
1,1,1,0,0,0,0,0,1,0,0,0,"341178,666666667",227.853333333333
1,1,1,0,1,0,0,0,0,1,0,1,0,249.663333333333
1,1,0,1,0,0,1,1,1,1,1,0,0,223.286666666667
1,1,1,0,1,0,0,1,1,0,0,0,0,238.78
1,1,1,1,0,0,1,0,1,0,0,0,0,244.73
1,1,0,1,0,1,1,0,0,0,0,0,"337541,333333333",233.276666666667
1,1,0,0,0,0,0,1,0,1,0,0,359680,203.636666666667
1,1,0,0,0,1,0,0,1,1,0,1,0,213.996666666667
1,1,0,1,1,0,1,1,0,1,0,0,0,228.266666666667
1,1,1,1,1,1,0,1,0,0,1,0,0,251.41
1,1,0,1,0,0,0,1,0,0,0,0,"353098,666666667@337685.333333333",222.433333333333
1,1,1,1,0,1,1,1,0,1,0,1,0,250.596666666667
1,1,0,0,0,0,1,1,0,0,0,0,"339850,666666667@347253.333333333",205.206666666667
1,1,1,1,0,1,1,1,1,0,1,0,0,241.78
1,1,0,1,0,0,1,1,1,0,1,0,0,220.21
1,1,1,1,0,1,0,0,1,1,1,1,0,251.793333333333
1,1,0,0,0,0,1,1,0,0,1,1,345584,218.296666666667
